,w_star,method,gamma,N,expected_return,wasserstein_distance
180,[0.        0.        0.4250896 0.5749104 0.       ],Bayesian,0.1,50,28.773519712000002,0.10578374764959525
181,"[9.77773418e-13 2.72565304e-12 0.00000000e+00 1.00000000e+00
 5.19120857e-12]",Bayesian,0.1,100,28.680000000219767,0.06425209236264359
182,"[6.89325974e-12 1.94548277e-11 3.15677697e-01 6.84322303e-01
 2.84606078e-11]",Bayesian,0.1,200,28.749449094698615,0.0620189864476105
183,"[4.44089210e-16 4.71844785e-16 2.77555756e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000025,1.4988010833639609e-15
184,"[0.00000000e+00 2.16493490e-15 2.99760217e-15 1.00000000e+00
 2.58126853e-15]",Bayesian,1.0,100,28.680000000000206,2.6367796841326532e-15
185,"[0.00000000e+00 0.00000000e+00 1.05471187e-15 1.00000000e+00
 9.15933995e-16]",Bayesian,1.0,200,28.680000000000053,1.482147737132653e-15
186,"[3.86578688e-01 0.00000000e+00 1.95156391e-17 6.13421312e-01
 3.00107161e-16]",Bayesian,5.0,50,27.68649277184001,0.09273774317618275
187,"[2.81510151e-01 0.00000000e+00 2.52619106e-16 7.18489849e-01
 0.00000000e+00]",Bayesian,5.0,100,27.956518911930008,0.05071032837618273
188,"[8.32667268e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 5.68989300e-16]",Bayesian,5.0,200,28.680000000000017,0.06189373202381722
189,[0.         0.         0.32442226 0.67557774 0.        ],Bayesian,0.1,50,28.7513728972,0.06551681164959525
190,[0.         0.         0.17407274 0.82592726 0.        ],Bayesian,0.1,100,28.7182960028,0.0053770036495952404
191,[0.         0.         0.09471634 0.90528366 0.        ],Bayesian,0.1,200,28.700837594800003,0.02636555636442251
192,"[2.49800181e-16 8.32667268e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000028,1.3822276658439609e-15
193,"[8.60422844e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 7.77156117e-16]",Bayesian,1.0,100,28.68000000000004,1.482147737843961e-15
194,[0.         0.         0.00743164 0.99256836 0.        ],Bayesian,1.0,200,28.6816349608,0.002972656000001158
195,"[1.38777878e-16 1.24900090e-16 0.00000000e+00 1.00000000e+00
 6.93889390e-18]",Bayesian,5.0,50,28.680000000000007,0.06189373202381731
196,"[5.72001099e-02 1.52655666e-16 0.00000000e+00 9.42799890e-01
 3.05311332e-16]",Bayesian,5.0,100,28.532995714689008,0.0390136880438174
197,"[6.93889390e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.04083409e-16]",Bayesian,5.0,200,28.680000000000007,0.06189373202381731
198,"[0.00000000e+00 5.45916323e-12 7.50239329e-01 2.49760671e-01
 1.12578813e-11]",Bayesian,0.1,50,28.84505265278984,0.03565217604625184
199,"[0.00000000e+00 5.47006884e-13 0.00000000e+00 1.00000000e+00
 6.89087676e-13]",Bayesian,0.1,100,28.680000000030454,0.06425209236417528
200,"[0.00000000e+00 6.96637448e-13 5.12358547e-01 4.87641453e-01
 1.21495208e-12]",Bayesian,0.1,200,28.79271888038694,0.13080448884921292
201,"[0.00000000e+00 1.08246745e-15 2.49800181e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000035,1.354472090332653e-15
202,"[0.00000000e+00 0.00000000e+00 2.33146835e-15 1.00000000e+00
 2.13717932e-15]",Bayesian,1.0,100,28.68000000000012,1.981748098132653e-15
203,"[1.94289029e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 4.57966998e-15]",Bayesian,1.0,200,28.680000000000113,2.0428103660564142e-15
204,"[2.83215550e-01 3.60822483e-16 0.00000000e+00 7.16784450e-01
 0.00000000e+00]",Bayesian,5.0,50,27.952136036500008,0.051392487976182746
205,"[2.95943509e-01 5.16947596e-16 7.28583860e-17 7.04056491e-01
 8.84708973e-17]",Bayesian,5.0,100,27.919425181870018,0.05648367157618281
206,"[3.64690710e-01 1.05818132e-16 0.00000000e+00 6.35309290e-01
 2.72351586e-16]",Bayesian,5.0,200,27.74274487530001,0.08398255197618273
207,"[5.94246874e-14 0.00000000e+00 1.11244347e-13 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50,28.680000000004767,0.06425209236438838
208,"[0.00000000e+00 0.00000000e+00 4.38213354e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100,28.680000000126643,0.06425209236354609
209,[0.         0.         0.27234157 0.72765843 0.        ],Bayesian,0.1,200,28.739915145399998,0.04468453564959526
210,"[0.00000000e+00 0.00000000e+00 1.76922826e-01 8.23077174e-01
 3.38940636e-15]",Bayesian,1.0,50,28.718923021720084,0.07076913040000177
211,"[8.32667268e-17 0.00000000e+00 1.02695630e-15 1.00000000e+00
 1.44328993e-15]",Bayesian,1.0,100,28.680000000000067,1.598721155492653e-15
212,[0. 0. 0. 1. 0.],Bayesian,1.0,200,28.68,1.576516694967722e-15
213,"[1.98334924e-01 1.92879566e-16 0.00000000e+00 8.01665076e-01
 0.00000000e+00]",Bayesian,5.0,50,28.170279245320003,0.01744023757618271
214,"[0.00000000e+00 2.08166817e-17 2.08166817e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.68,0.06189373202381733
215,"[5.18424146e-01 8.67361738e-17 1.02348685e-16 4.81575854e-01
 0.00000000e+00]",Bayesian,5.0,200,27.347649944780002,0.13073660957618272
216,[0.         0.         0.83731281 0.16268719 0.        ],Bayesian,0.1,50,28.864208818199998,0.0008227836495952486
217,[0.0000000e+00 0.0000000e+00 1.4155066e-12 1.0000000e+00 0.0000000e+00],Bayesian,0.1,100,28.68000000004091,0.06425209236413941
218,[0.         0.         0.66541007 0.33458993 0.        ],Bayesian,0.1,200,28.826390215399996,0.06958387964959525
219,"[7.49400542e-16 1.66533454e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.68000000000006,1.570965580532653e-15
220,[0.         0.         0.10697649 0.89302351 0.        ],Bayesian,1.0,100,28.7035348278,0.04279059600000116
221,"[2.15760113e-15 7.37054798e-15 9.59114793e-03 9.90408852e-01
 9.07211787e-15]",Bayesian,1.0,200,28.682110050537464,0.003836459186004818
222,"[0.00000000e+00 2.28983499e-16 7.63278329e-17 1.00000000e+00
 3.46944695e-16]",Bayesian,5.0,50,28.680000000000014,0.0618937320238173
223,"[5.19460369e-01 1.17093835e-16 0.00000000e+00 4.80539631e-01
 0.00000000e+00]",Bayesian,5.0,100,27.344986851670004,0.13032212037618268
224,"[2.25558547e-02 0.00000000e+00 2.01227923e-16 9.77444145e-01
 2.77555756e-17]",Bayesian,5.0,200,28.622031444817004,0.05287139008381736
225,"[8.01651353e-12 7.54292518e-12 8.60748211e-02 9.13925179e-01
 1.01438650e-11]",Bayesian,0.1,50,28.698936464154748,0.02982216393928185
226,"[0.00000000e+00 0.00000000e+00 6.00636207e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100,28.680000000173585,0.06425209236322124
227,"[5.57128716e-12 1.39877255e-11 2.85983182e-01 7.14016817e-01
 2.12081817e-11]",Bayesian,0.1,200,28.742916272370906,0.05014118064533099
228,"[1.47230958e-14 1.27804747e-14 1.51323225e-01 8.48676775e-01
 2.70979995e-14]",Bayesian,1.0,50,28.713291109501363,0.060529290000012004
229,"[3.33066907e-16 6.66133815e-16 0.00000000e+00 1.00000000e+00
 6.10622664e-16]",Bayesian,1.0,100,28.68000000000004,1.554312234443961e-15
230,[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 4.3298698e-15],Bayesian,1.0,200,28.680000000000103,2.031708135856414e-15
231,"[3.49110017e-01 0.00000000e+00 0.00000000e+00 6.50889983e-01
 8.95117314e-16]",Bayesian,5.0,50,27.78278725631002,0.07775027477618286
232,"[6.03274382e-01 1.11022302e-16 1.73472348e-17 3.96725618e-01
 1.82145965e-16]",Bayesian,5.0,100,27.12958483826001,0.09679651517618273
233,"[2.29783023e-02 1.52655666e-16 3.88578059e-16 9.77021698e-01
 0.00000000e+00]",Bayesian,5.0,200,28.620945771693016,0.05270241116381743
234,[0.         0.         0.18174154 0.81825846 0.        ],Bayesian,0.1,50,28.7199831388,0.008444523649595248
235,"[0.00000000e+00 0.00000000e+00 3.50711127e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100,28.680000000101355,0.06425209236372109
236,"[4.07873595e-11 4.47754790e-11 1.23918616e-01 8.76081384e-01
 5.76854706e-11]",Bayesian,0.1,200,28.707262099108583,0.014684645979054417
237,"[0.00000000e+00 7.49400542e-16 5.55111512e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000035,1.459943277243961e-15
238,"[9.43689571e-16 2.77555756e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.68000000000003,1.365574320243961e-15
239,"[0.00000000e+00 1.19348975e-15 0.00000000e+00 1.00000000e+00
 1.27675648e-15]",Bayesian,1.0,200,28.68000000000006,1.582067810132653e-15
240,"[0.00000000e+00 0.00000000e+00 2.55351296e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50,28.680000000000074,0.061893732023816816
241,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.37657116e-16]",Bayesian,5.0,100,28.680000000000007,0.06189373202381728
242,"[4.82923456e-01 0.00000000e+00 8.63024929e-17 5.17076544e-01
 6.80011603e-16]",Bayesian,5.0,200,27.438886718080017,0.13127565037618283
243,[0.         0.         0.00890213 0.99109787 0.        ],Bayesian,0.1,50,28.6819584686,0.06069124036442251
244,[0.        0.        0.0129754 0.9870246 0.       ],Bayesian,0.1,100,28.682854588,0.05906193236442251
245,[0.         0.         0.30017996 0.69982004 0.        ],Bayesian,0.1,200,28.746039591200002,0.05581989164959526
246,[0.         0.         0.05816363 0.94183637 0.        ],Bayesian,1.0,50,28.692795998599998,0.02326545200000117
247,"[4.44089210e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.33226763e-15]",Bayesian,1.0,100,28.680000000000042,1.443289932132653e-15
248,"[0.00000000e+00 2.10942375e-15 0.00000000e+00 1.00000000e+00
 5.63438185e-15]",Bayesian,1.0,200,28.680000000000188,2.6367796841326532e-15
249,"[1.60134082e-01 0.00000000e+00 3.20923843e-17 8.39865918e-01
 2.51534904e-17]",Bayesian,5.0,50,28.26845540926,0.002159900776182691
250,"[9.20516875e-02 1.24900090e-16 2.77555756e-17 9.07948313e-01
 0.00000000e+00]",Bayesian,5.0,100,28.443427177465004,0.02507305712381734
251,"[1.39674320e-01 2.08166817e-17 0.00000000e+00 8.60325680e-01
 0.00000000e+00]",Bayesian,5.0,200,28.3210369976,0.006024004023817319
252,"[6.32059499e-12 6.90991004e-12 1.14838607e-01 8.85161393e-01
 8.21568426e-12]",Bayesian,0.1,50,28.705264494077884,0.01831664956013326
253,"[0.00000000e+00 0.00000000e+00 3.91717214e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100,28.680000000113207,0.06425209236363907
254,"[5.74911773e-14 0.00000000e+00 2.36400634e-01 7.63599366e-01
 0.00000000e+00]",Bayesian,0.1,200,28.7320081394815,0.030308161249583753
255,"[0.00000000e+00 2.60902411e-15 0.00000000e+00 1.00000000e+00
 2.77555756e-17]",Bayesian,1.0,50,28.680000000000067,1.681987882736414e-15
256,[0. 0. 0. 1. 0.],Bayesian,1.0,100,28.68,1.576516694967722e-15
257,"[6.38378239e-16 1.52655666e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000057,1.521005543932653e-15
258,"[3.85592513e-01 2.07299455e-16 0.00000000e+00 6.14407487e-01
 1.76941795e-16]",Bayesian,5.0,50,27.689027241590008,0.09234327317618277
259,"[2.01227923e-16 0.00000000e+00 6.98226199e-17 1.00000000e+00
 4.36282954e-16]",Bayesian,5.0,100,28.680000000000017,0.061893732023817274
260,"[1.10348244e-01 1.63064007e-16 0.00000000e+00 8.89651756e-01
 3.46944695e-18]",Bayesian,5.0,200,28.396405012920003,0.01775443442381735
261,"[1.50607304e-12 4.13413748e-12 0.00000000e+00 1.00000000e+00
 7.66370301e-12]",Bayesian,0.1,50,28.680000000328853,0.06425209236176173
262,"[6.01960056e-13 5.13999358e-12 4.92672775e-01 5.07327225e-01
 9.70095578e-12]",Bayesian,0.1,100,28.788388010879867,0.13281701764650666
263,[0.         0.         0.02602645 0.97397355 0.        ],Bayesian,0.1,200,28.685725818999998,0.0538415123644225
264,"[5.55111512e-17 2.22044605e-16 0.00000000e+00 1.00000000e+00
 9.71445147e-16]",Bayesian,1.0,50,28.68000000000003,1.360023205083961e-15
265,"[5.55111512e-17 0.00000000e+00 9.43689571e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000028,1.3766765505277219e-15
266,"[1.66533454e-16 0.00000000e+00 5.55111512e-17 1.00000000e+00
 1.88737914e-15]",Bayesian,1.0,200,28.680000000000053,1.5210055432964141e-15
267,"[6.08585511e-01 0.00000000e+00 7.45931095e-17 3.91414489e-01
 1.40512602e-16]",Bayesian,5.0,50,27.115935236730007,0.09467206357618271
268,"[1.56973343e-01 8.67361738e-17 1.00613962e-16 8.43026657e-01
 0.00000000e+00]",Bayesian,5.0,100,28.276578508490005,0.0008956051761827067
269,"[9.71445147e-17 0.00000000e+00 1.42247325e-16 1.00000000e+00
 3.46944695e-18]",Bayesian,5.0,200,28.680000000000007,0.06189373202381731
270,"[1.01663122e-12 1.83703053e-12 1.00000000e+00 0.00000000e+00
 4.14807078e-12]",Bayesian,0.1,50,28.900000000173154,0.06425209236302216
271,[0.         0.         0.19828193 0.80171807 0.        ],Bayesian,0.1,100,28.723622024599997,0.01506067964959526
272,"[1.11441412e-12 3.79815623e-12 0.00000000e+00 1.00000000e+00
 7.07373049e-12]",Bayesian,0.1,200,28.68000000029589,0.06425209236202525
273,"[8.60422844e-16 0.00000000e+00 1.08246745e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000053,1.476596622932653e-15
274,"[3.53405997e-14 2.65762598e-14 1.34066639e-02 9.86593336e-01
 4.76572504e-14]",Bayesian,1.0,100,28.68294946319274,0.005362665580023006
275,"[2.78151572e-14 2.67296769e-14 4.88779865e-02 9.51122014e-01
 4.32427131e-14]",Bayesian,1.0,200,28.690753171372442,0.019551194500020654
276,"[1.43699510e-01 2.75387352e-16 3.44590108e-02 8.21841480e-01
 0.00000000e+00]",Bayesian,5.0,50,28.318273264620004,0.013783604160000084
277,"[3.55258970e-01 6.31439345e-16 0.00000000e+00 6.44741030e-01
 6.00214323e-16]",Bayesian,5.0,100,27.76698444710003,0.08020985597618291
278,"[0.00000000e+00 4.30211422e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200,28.68000000000001,0.06189373202381725
279,"[4.28568242e-11 4.71474835e-11 1.51788509e-01 8.48211491e-01
 5.87126894e-11]",Bayesian,0.1,50,28.71339347570725,0.0035366887801481597
280,[0.         0.         0.33166318 0.66833682 0.        ],Bayesian,0.1,100,28.752965899600003,0.06841317964959526
281,[0.         0.         0.39272823 0.60727177 0.        ],Bayesian,0.1,200,28.766400210599997,0.09283919964959526
282,"[0.00000000e+00 0.00000000e+00 3.05311332e-15 1.00000000e+00
 6.82787160e-15]",Bayesian,1.0,50,28.680000000000252,3.0642155481326534e-15
283,"[0.00000000e+00 1.22124533e-15 1.38777878e-15 1.00000000e+00
 1.30451205e-15]",Bayesian,1.0,100,28.680000000000103,1.870725796132653e-15
284,"[0.00000000e+00 1.08246745e-15 6.13398221e-15 1.00000000e+00
 8.16013923e-15]",Bayesian,1.0,200,28.680000000000405,4.1633363421326525e-15
285,"[1.00000000e+00 0.00000000e+00 1.73472348e-17 0.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50,26.11,0.06189373202381733
286,"[1.11022302e-16 1.31838984e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000007,0.06189373202381731
287,"[6.72475901e-01 0.00000000e+00 2.77555756e-17 3.27524099e-01
 0.00000000e+00]",Bayesian,5.0,200,26.95173693443,0.06911590757618269
288,[0.         0.         0.52293366 0.47706634 0.        ],Bayesian,0.1,50,28.795045405199996,0.12657444364959525
289,[0.         0.         0.06476545 0.93523455 0.        ],Bayesian,0.1,100,28.694248399,0.0383459123644225
290,[0.         0.         0.26154029 0.73845971 0.        ],Bayesian,0.1,200,28.737538863799998,0.04036402364959525
291,"[1.78519653e-16 0.00000000e+00 1.34436050e-01 8.65563950e-01
 0.00000000e+00]",Bayesian,1.0,50,28.709575931000003,0.05377442000000114
292,"[0.00000000e+00 1.11022302e-16 9.43689571e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000028,1.3655743203677218e-15
293,"[5.55111512e-17 0.00000000e+00 8.32667268e-16 1.00000000e+00
 9.71445147e-16]",Bayesian,1.0,200,28.68000000000005,1.482147737683961e-15
294,"[1.37353279e-01 0.00000000e+00 3.12250226e-17 8.62646721e-01
 1.04083409e-16]",Bayesian,5.0,50,28.327002072970004,0.006952420423817325
295,"[1.72508366e-01 1.66533454e-16 3.46944695e-18 8.27491634e-01
 0.00000000e+00]",Bayesian,5.0,100,28.236653499380004,0.007109614376182707
296,"[5.55111512e-17 3.71230824e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200,28.68000000000001,0.06189373202381726
297,"[4.81176290e-11 5.09381694e-11 2.56001439e-02 9.74399856e-01
 6.06803423e-11]",Bayesian,0.1,50,28.685632032797752,0.05401203480235198
298,[0.         0.         0.71270227 0.28729773 0.        ],Bayesian,0.1,100,28.8367944994,0.05066699964959526
299,"[2.51047928e-12 6.27657258e-12 3.40370817e-01 6.59629183e-01
 9.02249039e-12]",Bayesian,0.1,200,28.754881580181944,0.07189623444603335
300,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.66373598e-15]",Bayesian,1.0,50,28.68000000000009,1.898481371856414e-15
301,"[6.10622664e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000014,1.4543921621677219e-15
302,"[0.00000000e+00 1.66533454e-16 6.10622664e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.68000000000002,1.421085471367722e-15
303,"[1.04833169e-01 0.00000000e+00 4.85722573e-17 8.95166831e-01
 6.24500451e-17]",Bayesian,5.0,50,28.410578755670002,0.01996046442381734
304,"[2.21502883e-02 3.33066907e-16 0.00000000e+00 9.77849712e-01
 0.00000000e+00]",Bayesian,5.0,100,28.62307376767301,0.05303361676381739
305,"[2.66038505e-01 0.00000000e+00 5.37764278e-17 7.33961495e-01
 0.00000000e+00]",Bayesian,5.0,200,27.99628104215,0.0445216699761827
306,"[6.28231185e-11 6.44099322e-11 1.37897891e-01 8.62102109e-01
 7.85511713e-11]",Bayesian,0.1,50,28.71033754118345,0.009092935991561586
307,[0.         0.         0.15584603 0.84415397 0.        ],Bayesian,0.1,100,28.7142861266,0.0019136803644225096
308,[0.         0.         0.28062646 0.71937354 0.        ],Bayesian,0.1,200,28.7417378212,0.04799849164959526
309,"[0.00000000e+00 2.05391260e-15 0.00000000e+00 1.00000000e+00
 1.91513472e-15]",Bayesian,1.0,50,28.6800000000001,1.881828028132653e-15
310,"[0.00000000e+00 0.00000000e+00 2.66453526e-15 1.00000000e+00
 4.66293670e-15]",Bayesian,1.0,100,28.68000000000019,2.553512956132653e-15
311,"[0.00000000e+00 0.00000000e+00 1.49880108e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000042,1.465494391856414e-15
312,"[2.38845542e-01 0.00000000e+00 0.00000000e+00 7.61154458e-01
 7.52869989e-16]",Bayesian,5.0,50,28.066166957060016,0.03364448477618283
313,"[7.27495537e-02 2.68882139e-16 2.51742309e-01 6.75508137e-01
 0.00000000e+00]",Bayesian,5.0,100,28.548416946367006,0.06790301311618271
314,"[2.23751284e-01 3.40005801e-16 0.00000000e+00 7.76248716e-01
 0.00000000e+00]",Bayesian,5.0,200,28.10495920012001,0.027606781576182748
315,"[4.16952239e-13 2.59215773e-12 4.07323138e-01 5.92676862e-01
 5.05818353e-12]",Bayesian,0.1,50,28.76961109055854,0.09867716284798178
316,"[3.37891342e-12 1.15076412e-11 3.27792263e-01 6.72207737e-01
 1.79290562e-11]",Bayesian,0.1,100,28.752114298671852,0.06686481284467058
317,[0.         0.         0.12064723 0.87935277 0.        ],Bayesian,0.1,200,28.7065423906,0.015993200364422505
318,[0.         0.         0.06694198 0.93305802 0.        ],Bayesian,1.0,50,28.6947272356,0.02677679200000116
319,"[0.00000000e+00 0.00000000e+00 1.44328993e-15 1.00000000e+00
 1.24900090e-15]",Bayesian,1.0,100,28.680000000000074,1.626476730132653e-15
320,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 7.99360578e-15]",Bayesian,1.0,200,28.68000000000019,2.7644553318564145e-15
321,"[3.96239872e-01 4.11996826e-18 1.99493200e-17 6.03760128e-01
 8.65193334e-17]",Bayesian,5.0,50,27.661663528960002,0.09660221677618269
322,"[2.77555756e-16 4.85722573e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000007,0.061893732023817274
323,"[4.49401873e-01 1.44849410e-16 8.19656842e-17 5.50598127e-01
 0.00000000e+00]",Bayesian,5.0,200,27.525037186390005,0.11786701717618273
324,"[4.77182183e-12 1.13836440e-11 1.00000000e+00 0.00000000e+00
 2.04146144e-11]",Bayesian,0.1,50,28.900000000905198,0.06425209235710849
325,"[8.22609758e-12 7.87707276e-12 1.26653415e-01 8.73346585e-01
 1.02475517e-11]",Bayesian,0.1,100,28.70786375196115,0.013590726359152351
326,[0.         0.         0.78815829 0.21184172 0.        ],Bayesian,0.1,200,28.853395110599998,0.020484593649595248
327,"[3.58633078e-14 3.22915724e-14 6.22868025e-03 9.93771320e-01
 5.91228248e-14]",Bayesian,1.0,50,28.68137031682818,0.002491472050026541
328,"[9.43689571e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000025,1.3877787807677219e-15
329,"[6.38378239e-16 4.16333634e-16 0.00000000e+00 1.00000000e+00
 2.49800181e-15]",Bayesian,1.0,200,28.68000000000009,1.7985613007326533e-15
330,"[5.48931131e-01 0.00000000e+00 0.00000000e+00 4.51068869e-01
 1.33573708e-16]",Bayesian,5.0,50,27.269246993330004,0.1185338155761827
331,"[4.03692512e-01 0.00000000e+00 0.00000000e+00 5.96307488e-01
 4.62086966e-16]",Bayesian,5.0,100,27.64251024416001,0.09958327277618277
332,"[1.88876162e-01 7.97972799e-17 0.00000000e+00 8.11123838e-01
 3.50414142e-16]",Bayesian,5.0,200,28.19458826366001,0.013656732776182762
333,[0.000000e+00 0.000000e+00 6.305928e-12 1.000000e+00 0.000000e+00],Bayesian,0.1,50,28.68000000018224,0.06425209236316132
